Name,Run,Session,Trial,AngleValue,Rt1,Resp1,Acc,PreviousTrialR,PreviousTrialCoh,Resp2,PreviousTrialConf
1,1,1,89,0.2,0.631855,0,1.0,1.0,-1.6,6,7
1,1,1,90,0.8,0.423199,0,1.0,1.0,0.2,6,6
1,1,1,91,-0.2,0.573935,0,-1.0,1.0,0.8,6,6
1,1,1,92,0.8,0.444856,0,1.0,-1.0,-0.2,6,6
1,1,1,93,0.8,0.438067,0,1.0,1.0,0.8,6,6
1,1,1,94,0.2,0.561606,0,1.0,1.0,0.8,6,6
1,1,1,95,-0.8,0.639711,0,-1.0,1.0,0.2,2,6
1,1,1,96,-0.8,0.541019,1,1.0,-1.0,-0.8,6,2
1,1,1,97,-0.8,0.607944,0,-1.0,1.0,-0.8,6,6
1,1,1,98,-1.6,0.537312,1,1.0,-1.0,-0.8,7,6
1,1,1,99,-0.8,0.641365,1,1.0,1.0,-1.6,8,7
1,1,1,100,0.2,0.440845,0,1.0,1.0,-0.8,8,8
1,1,1,101,1.6,0.412253,0,1.0,1.0,0.2,8,8
1,1,1,102,-0.2,0.526273,1,1.0,1.0,1.6,8,8
1,1,1,103,-0.2,0.557217,0,-1.0,1.0,-0.2,8,8
1,1,1,104,1.6,0.444025,0,1.0,-1.0,-0.2,8,8
1,1,1,105,1.6,0.418056,0,1.0,1.0,1.6,8,8
1,1,1,106,0.2,0.89012,1,-1.0,1.0,1.6,2,8
1,1,1,107,1.6,0.389621,0,1.0,-1.0,0.2,8,2
1,1,1,108,0.8,0.550478,0,1.0,1.0,1.6,7,8
1,1,1,109,-0.2,0.56203,0,-1.0,1.0,0.8,7,7
1,1,1,110,0.2,0.63331,0,1.0,-1.0,-0.2,7,7
1,2,1,1,-1.6,0.786998,1,1.0,0.0,-100.0,4,-100
1,2,1,2,-0.2,0.722609,1,1.0,1.0,-1.6,5,4
1,2,1,3,-0.8,0.472217,1,1.0,1.0,-0.2,6,5
1,2,1,4,-0.2,0.654721,1,1.0,1.0,-0.8,3,6
1,2,1,5,1.6,0.460896,0,1.0,1.0,-0.2,7,3
1,2,1,6,-0.2,0.563166,0,-1.0,1.0,1.6,6,7
1,2,1,7,-0.8,0.479915,1,1.0,-1.0,-0.2,7,6
1,2,1,8,0.2,0.495225,0,1.0,1.0,-0.8,7,7
1,2,1,9,0.8,0.544843,0,1.0,1.0,0.2,7,7
1,2,1,10,-0.8,0.560208,1,1.0,1.0,0.8,7,7
1,2,1,11,-1.6,0.469551,1,1.0,1.0,-0.8,6,7
1,2,1,12,-0.8,0.494429,1,1.0,1.0,-1.6,7,6
1,2,1,13,-1.6,0.440627,1,1.0,1.0,-0.8,7,7
1,2,1,14,0.8,0.464841,0,1.0,1.0,-1.6,7,7
1,2,1,15,-0.2,0.46678,0,-1.0,1.0,0.8,6,7
1,2,1,16,0.2,0.490853,0,1.0,-1.0,-0.2,7,6
1,2,1,17,0.8,0.445648,0,1.0,1.0,0.2,7,7
1,2,1,18,0.2,0.45569,0,1.0,1.0,0.8,6,7
1,2,1,19,0.2,0.423063,0,1.0,1.0,0.2,7,6
1,2,1,20,0.8,0.415816,0,1.0,1.0,0.2,6,7
1,2,1,21,0.2,0.590058,0,1.0,1.0,0.8,7,6
1,2,1,22,0.8,0.427957,0,1.0,1.0,0.2,7,7
1,2,1,23,-0.2,0.410907,0,-1.0,1.0,0.8,6,7
1,2,1,24,-0.8,0.510974,1,1.0,-1.0,-0.2,6,6
1,2,1,25,-1.6,0.461877,1,1.0,1.0,-0.8,7,6
1,2,1,26,0.8,0.511208,0,1.0,1.0,-1.6,6,7
1,2,1,27,-0.8,0.443966,1,1.0,1.0,0.8,7,6
1,2,1,28,0.2,0.437392,0,1.0,1.0,-0.8,6,7
1,2,1,29,0.2,0.492138,0,1.0,1.0,0.2,7,6
1,2,1,30,0.2,0.477544,0,1.0,1.0,0.2,7,7
1,2,1,31,0.8,0.512218,0,1.0,1.0,0.2,7,7
1,2,1,32,-0.2,0.497148,0,-1.0,1.0,0.8,7,7
1,2,1,33,-0.2,0.559292,0,-1.0,-1.0,-0.2,7,7
1,2,1,34,-0.2,0.549101,1,1.0,-1.0,-0.2,7,7
1,2,1,35,1.6,0.420141,0,1.0,1.0,-0.2,7,7
1,2,1,36,-0.2,0.572523,1,1.0,1.0,1.6,7,7
1,2,1,37,-1.6,0.630809,1,1.0,1.0,-0.2,6,7
1,2,1,38,-0.8,0.431031,1,1.0,1.0,-1.6,6,6
1,2,1,39,0.8,0.419031,0,1.0,1.0,-0.8,6,6
1,2,1,40,0.8,0.469844,0,1.0,1.0,0.8,7,6
1,2,1,41,1.6,0.415938,0,1.0,1.0,0.8,7,7
1,2,1,42,-0.8,0.442859,1,1.0,1.0,1.6,6,7
1,2,1,43,0.8,0.410838,0,1.0,1.0,-0.8,6,6
1,2,1,44,0.2,0.406831,0,1.0,1.0,0.8,7,6
1,2,1,45,-0.2,0.553634,0,-1.0,1.0,0.2,7,7
1,2,1,46,-0.2,0.471753,0,-1.0,-1.0,-0.2,7,7
1,2,1,47,-0.2,0.438687,0,-1.0,-1.0,-0.2,7,7
1,2,1,48,0.2,0.420109,0,1.0,-1.0,-0.2,7,7
1,2,1,49,0.8,0.424006,0,1.0,1.0,0.2,7,7
1,2,1,50,-0.8,0.622637,1,1.0,1.0,0.8,6,7
1,2,1,51,-1.6,0.608881,1,1.0,1.0,-0.8,6,6
1,2,1,52,0.8,0.528303,0,1.0,1.0,-1.6,6,6
1,2,1,53,-0.2,0.566492,1,1.0,1.0,0.8,5,6
1,2,1,54,0.8,0.477251,0,1.0,1.0,-0.2,6,5
1,2,1,55,-0.8,0.573315,1,1.0,1.0,0.8,6,6
1,2,1,56,-1.6,0.454183,1,1.0,1.0,-0.8,6,6
1,2,1,57,1.6,0.418786,0,1.0,1.0,-1.6,7,6
1,2,1,58,0.8,0.557004,0,1.0,1.0,1.6,7,7
1,2,1,59,1.6,0.429178,0,1.0,1.0,0.8,7,7
1,2,1,60,0.8,0.471918,0,1.0,1.0,1.6,7,7
1,2,1,61,-1.6,0.473873,1,1.0,1.0,0.8,5,7
1,2,1,62,0.2,0.789454,0,1.0,1.0,-1.6,6,5
1,2,1,63,1.6,0.422072,0,1.0,1.0,0.2,7,6
1,2,1,64,-0.2,0.528206,0,-1.0,1.0,1.6,5,7
1,2,1,65,0.8,0.419524,0,1.0,-1.0,-0.2,7,5
1,2,1,66,-1.6,0.507716,1,1.0,1.0,0.8,4,7
1,2,1,67,1.6,0.424574,0,1.0,1.0,-1.6,7,4
1,2,1,68,1.6,0.433392,0,1.0,1.0,1.6,7,7
1,2,1,69,0.2,0.464721,0,1.0,1.0,1.6,6,7
1,2,1,70,-0.2,0.669944,1,1.0,1.0,0.2,4,6
1,2,1,71,-0.8,0.490887,1,1.0,1.0,-0.2,6,4
1,2,1,72,0.8,0.485713,0,1.0,1.0,-0.8,6,6
1,2,1,73,-1.6,0.449115,1,1.0,1.0,0.8,6,6
1,2,1,74,-0.2,0.900686,1,1.0,1.0,-1.6,7,6
1,2,1,75,1.6,0.449426,0,1.0,1.0,-0.2,6,7
1,2,1,76,0.2,0.442225,0,1.0,1.0,1.6,6,6
1,2,1,77,-0.2,0.496258,0,-1.0,1.0,0.2,7,6
1,2,1,78,-0.2,0.543328,0,-1.0,-1.0,-0.2,7,7
1,2,1,79,-0.8,0.726577,0,-1.0,-1.0,-0.2,7,7
1,2,1,80,1.6,0.453969,0,1.0,-1.0,-0.8,7,7
1,2,1,81,1.6,0.441532,0,1.0,1.0,1.6,7,7
1,2,1,82,0.2,0.548701,0,1.0,1.0,1.6,7,7
1,2,1,83,1.6,0.437541,0,1.0,1.0,0.2,7,7
1,2,1,85,-0.2,0.717785,0,-1.0,0.0,-0.2,7,5
1,2,1,86,-0.8,0.797259,0,-1.0,-1.0,-0.2,7,7
1,2,1,87,-0.8,0.724594,0,-1.0,-1.0,-0.8,6,7
1,2,1,88,0.8,0.524798,0,1.0,-1.0,-0.8,7,6
1,2,1,89,0.8,0.482211,0,1.0,1.0,0.8,7,7
1,2,1,90,0.2,0.860306,0,1.0,1.0,0.8,7,7
1,2,1,91,0.8,0.514465,0,1.0,1.0,0.2,7,7
1,2,1,92,0.2,0.543305,0,1.0,1.0,0.8,6,7
1,2,1,93,0.2,0.45339,0,1.0,1.0,0.2,6,6
1,2,1,94,-0.8,0.595908,1,1.0,1.0,0.2,4,6
1,2,1,95,0.2,0.772116,0,1.0,1.0,-0.8,7,4
1,2,1,96,-0.8,0.550261,1,1.0,1.0,0.2,6,7
1,2,1,97,-1.6,0.537079,1,1.0,1.0,-0.8,7,6
1,2,1,98,0.2,0.553874,0,1.0,1.0,-1.6,7,7
1,2,1,99,0.2,0.887245,1,-1.0,1.0,0.2,5,7
1,2,1,100,-0.8,0.497224,1,1.0,-1.0,0.2,6,5
1,2,1,101,-0.2,0.881413,0,-1.0,1.0,-0.8,6,6
1,2,1,102,0.2,0.900688,1,-1.0,-1.0,-0.2,5,6
1,2,1,103,0.2,0.821713,0,1.0,-1.0,0.2,6,5
1,2,1,104,-0.8,0.53051,1,1.0,1.0,0.2,6,6
1,2,1,105,-0.8,0.497674,1,1.0,1.0,-0.8,6,6
1,2,1,106,-1.6,0.46453,1,1.0,1.0,-0.8,5,6
1,2,1,107,-0.2,0.966579,1,1.0,1.0,-1.6,3,5
1,2,1,108,-0.2,0.585663,0,-1.0,1.0,-0.2,6,3
1,2,1,109,-0.8,0.516958,1,1.0,-1.0,-0.2,7,6
1,2,1,110,0.2,0.544698,0,1.0,1.0,-0.8,6,7
1,2,2,1,-0.8,0.798506,0,-1.0,0.0,-100.0,3,-100
1,2,2,3,0.2,0.50832,0,1.0,0.0,0.8,7,5
1,2,2,4,-0.2,0.646058,0,-1.0,1.0,0.2,4,7
1,2,2,5,-0.8,0.589574,1,1.0,-1.0,-0.2,4,4
1,2,2,6,1.6,0.393293,0,1.0,1.0,-0.8,6,4
1,2,2,7,-0.2,0.540022,0,-1.0,1.0,1.6,6,6
1,2,2,8,0.8,0.42213,0,1.0,-1.0,-0.2,6,6
1,2,2,9,0.2,0.567321,0,1.0,1.0,0.8,5,6
1,2,2,10,-0.2,0.527451,0,-1.0,1.0,0.2,6,5
1,2,2,11,0.8,0.478318,0,1.0,-1.0,-0.2,5,6
1,2,2,12,0.8,0.439174,0,1.0,1.0,0.8,6,5
1,2,2,13,-0.2,0.479198,0,-1.0,1.0,0.8,6,6
1,2,2,14,0.8,0.518593,0,1.0,-1.0,-0.2,6,6
1,2,2,15,0.8,0.45621,0,1.0,1.0,0.8,6,6
1,2,2,16,-0.2,0.634024,0,-1.0,1.0,0.8,6,6
1,2,2,17,-0.2,0.577578,0,-1.0,-1.0,-0.2,6,6
1,2,2,18,0.2,0.564391,0,1.0,-1.0,-0.2,6,6
1,2,2,19,1.6,0.444998,0,1.0,1.0,0.2,6,6
1,2,2,20,0.2,0.479943,0,1.0,1.0,1.6,6,6
1,2,2,21,-0.2,0.579294,0,-1.0,1.0,0.2,6,6
1,2,2,22,0.8,0.461948,0,1.0,-1.0,-0.2,6,6
1,2,2,23,1.6,0.440128,0,1.0,1.0,0.8,6,6
1,2,2,24,0.2,0.478939,0,1.0,1.0,1.6,6,6
1,2,2,25,0.2,0.488112,0,1.0,1.0,0.2,6,6
1,2,2,26,-0.8,0.869706,0,-1.0,1.0,0.2,6,6
1,2,2,27,-1.6,0.621907,1,1.0,-1.0,-0.8,4,6
1,2,2,28,-0.8,0.564787,1,1.0,1.0,-1.6,6,4
1,2,2,29,-1.6,0.464819,0,-1.0,1.0,-0.8,7,6
1,2,2,31,-1.6,0.533546,1,1.0,0.0,-0.2,6,3
1,2,2,32,1.6,0.449857,0,1.0,1.0,-1.6,7,6
1,2,2,33,0.2,0.659311,1,-1.0,1.0,1.6,4,7
1,2,2,34,-1.6,0.56608,1,1.0,-1.0,0.2,6,4
1,2,2,35,-1.6,0.551477,0,-1.0,1.0,-1.6,6,6
1,2,2,36,-0.8,0.441621,0,-1.0,-1.0,-1.6,6,6
1,2,2,37,-0.2,0.500951,0,-1.0,-1.0,-0.8,6,6
1,2,2,38,-0.8,0.743552,0,-1.0,-1.0,-0.2,6,6
1,2,2,39,-1.6,0.670536,1,1.0,-1.0,-0.8,3,6
1,2,2,40,0.2,0.480086,0,1.0,1.0,-1.6,6,3
1,2,2,41,-0.2,0.426025,0,-1.0,1.0,0.2,7,6
1,2,2,42,0.8,0.498151,0,1.0,-1.0,-0.2,6,7
1,2,2,43,-0.2,0.49902,0,-1.0,1.0,0.8,7,6
1,2,2,44,-0.2,0.405169,0,-1.0,-1.0,-0.2,7,7
1,2,2,45,-1.6,0.543106,1,1.0,-1.0,-0.2,5,7
1,2,2,46,-1.6,0.511826,1,1.0,1.0,-1.6,6,5
1,2,2,47,-1.6,0.480028,1,1.0,1.0,-1.6,7,6
1,2,2,48,0.2,0.568777,0,1.0,1.0,-1.6,7,7
1,2,2,49,-0.8,0.669651,0,-1.0,1.0,0.2,3,7
1,2,2,50,0.8,0.469959,0,1.0,-1.0,-0.8,7,3
1,2,2,51,0.8,0.469298,0,1.0,1.0,0.8,7,7
1,2,2,52,1.6,0.462744,0,1.0,1.0,0.8,7,7
1,2,2,53,0.2,0.501526,0,1.0,1.0,1.6,7,7
1,2,2,54,-0.8,0.69623,1,1.0,1.0,0.2,4,7
1,2,2,55,-0.8,0.701424,1,1.0,1.0,-0.8,5,4
1,2,2,56,0.2,0.460425,0,1.0,1.0,-0.8,7,5
1,2,2,57,0.8,0.4559,0,1.0,1.0,0.2,7,7
1,2,2,58,-0.2,0.480802,0,-1.0,1.0,0.8,7,7
1,2,2,59,-0.2,0.424839,0,-1.0,-1.0,-0.2,7,7
1,2,2,60,0.2,0.47757,0,1.0,-1.0,-0.2,7,7
1,2,2,61,1.6,0.421622,0,1.0,1.0,0.2,7,7
1,2,2,62,-0.8,0.832244,0,-1.0,1.0,1.6,7,7
1,2,2,63,0.2,0.504542,0,1.0,-1.0,-0.8,6,7
1,2,2,64,0.2,0.542185,0,1.0,1.0,0.2,7,6
1,2,2,65,-0.2,0.662589,1,1.0,1.0,0.2,4,7
1,2,2,66,0.8,0.425392,0,1.0,1.0,-0.2,7,4
1,2,2,67,-0.2,0.820273,1,1.0,1.0,0.8,4,7
1,2,2,68,-0.8,0.533594,1,1.0,1.0,-0.2,6,4
1,2,2,69,0.2,0.457098,0,1.0,1.0,-0.8,7,6
1,2,2,70,0.2,0.89135,0,1.0,1.0,0.2,4,7
1,2,2,71,-0.2,0.635934,0,-1.0,1.0,0.2,2,4
1,2,2,72,0.8,0.402031,0,1.0,-1.0,-0.2,7,2
1,2,2,73,1.6,0.399073,0,1.0,1.0,0.8,7,7
1,2,2,74,1.6,0.429495,0,1.0,1.0,1.6,8,7
1,2,2,75,-0.8,0.559645,1,1.0,1.0,1.6,4,8
1,2,2,76,-0.8,0.473117,1,1.0,1.0,-0.8,6,4
1,2,2,77,-1.6,0.732605,1,1.0,1.0,-0.8,3,6
1,2,2,78,0.2,0.532667,0,1.0,1.0,-1.6,7,3
1,2,2,79,-0.8,0.568075,1,1.0,1.0,0.2,2,7
1,2,2,80,-0.2,0.915576,1,1.0,1.0,-0.8,6,2
1,2,2,81,0.8,0.553082,0,1.0,1.0,-0.2,8,6
1,2,2,82,0.2,0.45916,0,1.0,1.0,0.8,8,8
1,2,2,83,-0.2,0.719995,0,-1.0,1.0,0.2,7,8
1,2,2,84,-0.8,0.958012,0,-1.0,-1.0,-0.2,3,7
1,2,2,85,-0.2,0.469414,0,-1.0,-1.0,-0.8,3,3
1,2,2,86,1.6,0.468261,0,1.0,-1.0,-0.2,7,3
1,2,2,87,-0.8,0.953661,1,1.0,1.0,1.6,3,7
1,2,2,88,-0.2,0.709947,1,1.0,1.0,-0.8,7,3
1,2,2,89,0.8,0.46251,0,1.0,1.0,-0.2,7,7
1,2,2,90,-1.6,0.54194,1,1.0,1.0,0.8,3,7
1,2,2,92,1.6,0.493014,0,1.0,0.0,0.2,7,3
1,2,2,93,-0.8,0.973575,1,1.0,1.0,1.6,3,7
1,2,2,94,-0.8,1.005765,1,1.0,1.0,-0.8,5,3
1,2,2,95,0.2,0.517978,0,1.0,1.0,-0.8,7,5
1,2,2,96,1.6,0.452941,0,1.0,1.0,0.2,7,7
1,2,2,97,0.2,0.533691,0,1.0,1.0,1.6,7,7
1,2,2,98,0.8,0.414952,0,1.0,1.0,0.2,8,7
1,2,2,99,-0.8,0.731471,0,-1.0,1.0,0.8,7,8
1,2,2,100,0.8,0.456038,0,1.0,-1.0,-0.8,8,7
1,2,2,101,-0.2,0.576592,0,-1.0,1.0,0.8,3,8
1,2,2,102,-0.2,0.508906,0,-1.0,-1.0,-0.2,7,3
1,2,2,103,-0.8,0.645531,0,-1.0,-1.0,-0.2,4,7
1,2,2,104,0.8,0.462071,0,1.0,-1.0,-0.8,8,4
1,2,2,105,0.2,0.633126,0,1.0,1.0,0.8,8,8
1,2,2,106,0.8,0.445999,0,1.0,1.0,0.2,8,8
1,2,2,107,0.8,0.440779,0,1.0,1.0,0.8,8,8
1,2,2,108,-1.6,0.568892,1,1.0,1.0,0.8,4,8
1,2,2,109,1.6,0.435035,0,1.0,1.0,-1.6,7,4
1,2,2,110,0.2,0.451088,0,1.0,1.0,1.6,4,7
1,3,2,1,0.2,0.735734,0,1.0,0.0,-100.0,6,-100
1,3,2,2,0.8,0.656018,0,1.0,1.0,0.2,6,6
1,3,2,3,0.8,0.538239,0,1.0,1.0,0.8,4,6
1,3,2,4,-0.2,0.643453,1,1.0,1.0,0.8,6,4
1,3,2,5,-0.8,0.466794,1,1.0,1.0,-0.2,6,6
1,3,2,6,-1.6,0.51173,1,1.0,1.0,-0.8,7,6
1,3,2,7,-0.2,0.53123,0,-1.0,1.0,-1.6,5,7
1,3,2,8,0.2,0.733233,0,1.0,-1.0,-0.2,3,5
1,3,2,9,-0.8,0.515958,0,-1.0,1.0,0.2,7,3
1,3,2,10,0.2,0.474998,0,1.0,-1.0,-0.8,7,7
1,3,2,11,-0.8,0.582794,1,1.0,1.0,0.2,3,7
1,3,2,12,-0.8,0.584995,1,1.0,1.0,-0.8,2,3
1,3,2,13,0.2,0.423346,0,1.0,1.0,-0.8,7,2
1,3,2,14,1.6,0.408443,0,1.0,1.0,0.2,8,7
1,3,2,15,0.8,0.527323,0,1.0,1.0,1.6,7,8
1,3,2,16,-0.8,0.520107,1,1.0,1.0,0.8,5,7
1,3,2,17,-0.2,0.435291,0,-1.0,1.0,-0.8,6,5
1,3,2,18,1.6,0.485992,0,1.0,-1.0,-0.2,7,6
1,3,2,19,-0.8,0.541851,0,-1.0,1.0,1.6,7,7
1,3,2,20,1.6,0.4223,0,1.0,-1.0,-0.8,5,7
1,3,2,21,0.2,0.452927,0,1.0,1.0,1.6,7,5
1,3,2,22,-0.8,0.593126,1,1.0,1.0,0.2,3,7
1,3,2,23,0.8,0.49171,0,1.0,1.0,-0.8,7,3
1,3,2,24,0.2,0.46716,0,1.0,1.0,0.8,7,7
1,3,2,25,0.2,0.491857,0,1.0,1.0,0.2,7,7
1,3,2,26,-0.8,0.610804,1,1.0,1.0,0.2,3,7
1,3,2,27,-1.6,0.479305,1,1.0,1.0,-0.8,4,3
1,3,2,28,-0.8,0.475117,1,1.0,1.0,-1.6,5,4
1,3,2,29,-0.2,0.464451,1,1.0,1.0,-0.8,7,5
1,3,2,30,0.2,0.535768,0,1.0,1.0,-0.2,4,7
1,3,2,31,1.6,0.445518,0,1.0,1.0,0.2,7,4
1,3,2,32,-0.8,0.632672,1,1.0,1.0,1.6,3,7
1,3,2,33,0.8,0.47483,0,1.0,1.0,-0.8,7,3
1,3,2,34,1.6,0.472914,0,1.0,1.0,0.8,7,7
1,3,2,35,-0.2,0.694928,1,1.0,1.0,1.6,4,7
1,3,2,36,-1.6,0.485061,1,1.0,1.0,-0.2,5,4
1,3,2,37,0.8,0.460747,0,1.0,1.0,-1.6,6,5
1,3,2,38,-0.2,0.89989,1,1.0,1.0,0.8,3,6
1,3,2,39,-1.6,0.564754,1,1.0,1.0,-0.2,7,3
1,3,2,40,0.8,0.498493,0,1.0,1.0,-1.6,6,7
1,3,2,41,0.2,0.649357,0,1.0,1.0,0.8,7,6
1,3,2,42,-1.6,0.511035,1,1.0,1.0,0.2,6,7
1,3,2,43,1.6,0.484574,0,1.0,1.0,-1.6,6,6
1,3,2,44,-1.6,0.498122,1,1.0,1.0,1.6,3,6
1,3,2,45,-1.6,0.526121,0,-1.0,1.0,-1.6,2,3
1,3,2,46,1.6,0.440835,0,1.0,-1.0,-1.6,3,2
1,3,2,47,0.2,0.72589,0,1.0,1.0,1.6,3,3
1,3,2,48,-0.2,0.847748,1,1.0,1.0,0.2,3,3
1,3,2,49,-0.2,0.809138,1,1.0,1.0,-0.2,2,3
1,3,2,50,0.8,0.526023,0,1.0,1.0,-0.2,2,2
1,3,2,51,-1.6,0.495626,1,1.0,1.0,0.8,3,2
1,3,2,52,0.8,0.466112,0,1.0,1.0,-1.6,2,3
1,3,2,53,0.2,0.543711,0,1.0,1.0,0.8,2,2
1,3,2,54,-0.2,0.487417,0,-1.0,1.0,0.2,2,2
1,3,2,55,0.2,0.443419,0,1.0,-1.0,-0.2,3,2
1,3,2,57,-0.8,0.72202,1,1.0,0.0,-0.2,6,3
